"","id","title","publication_date","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","url"
"1","0R6VmYJNNmA","賀瓏脫口秀【愛上朋友的女友】Talkshow at STR network","2019-03-01T15:00:59.000Z","224891","3100","223","0","205","https://www.youtube.com/watch?v=0R6VmYJNNmA"
"2","40AIw8zIo9w","賀瓏脫口秀【香港海關拘留記】Talkshow in ComedyClub","2019-01-07T11:10:54.000Z","848672","13885","837","0","771","https://www.youtube.com/watch?v=40AIw8zIo9w"
"3","4GD1lvYclgo","日本搞笑藝人，抓得到台灣的笑點嗎？(下) - 『甘巴茶！漫才の部屋！』ep 2","2016-11-25T13:34:03.000Z","1313","29","1","0","1","https://www.youtube.com/watch?v=4GD1lvYclgo"
"4","4onkCF4Rl_8","賀瓏脫口秀【台灣女生應該要當兵】Talkshow in ComedyClub","2017-11-11T05:52:54.000Z","226125","3283","326","0","291","https://www.youtube.com/watch?v=4onkCF4Rl_8"
"5","86c-1xbPmis","台灣首次吐槽大會《Roast of 東區德》賀瓏片段｜最硬派現場喜劇","2018-03-23T15:08:02.000Z","146056","1852","53","0","66","https://www.youtube.com/watch?v=86c-1xbPmis"
"6","8W4qPuZhWsA","90秒看完三天香港行 | 過年返鄉 | 觀光客行程的香港人 | 賀瓏 Vlog","2018-02-17T13:16:37.000Z","4410","66","0","0","8","https://www.youtube.com/watch?v=8W4qPuZhWsA"
"7","a-tTz94FpXA","什麼是「漫才」表演？日本搞笑藝人用中文告訴你！ - 『甘巴茶！漫才の部屋！』ep 0","2016-11-14T10:38:50.000Z","4970","52","1","0","2","https://www.youtube.com/watch?v=a-tTz94FpXA"
"8","A9SajBJv7og","第一次看棒球！傳說中最棒的位置！！(片尾訪問資深球迷) 『Hello's Vlog』","2017-04-06T10:30:00.000Z","6947","39","8","0","4","https://www.youtube.com/watch?v=A9SajBJv7og"
"9","aozzCbcpxBk","賀瓏脫口秀【韓劇的狗血公式】Talkshow in ComedyClub","2018-04-08T15:27:25.000Z","271347","3836","126","0","96","https://www.youtube.com/watch?v=aozzCbcpxBk"
"10","au9e4Uam1Z0","賀瓏脫口秀【文創市集】Talkshow in ComedyClub","2019-09-11T12:30:12.000Z","196390","4654","186","0","325","https://www.youtube.com/watch?v=au9e4Uam1Z0"
"11","CAbCo5cF498","日本熟男的把妹搭訕戀愛教學！ - 『甘巴茶！漫才の部屋！』ep 6","2017-03-19T12:17:32.000Z","1814","22","0","0","4","https://www.youtube.com/watch?v=CAbCo5cF498"
"12","CsU-6O6B4nI","【我的脫口秀有嘻哈】最後一場版（微醉瘋狂版）","2018-02-04T09:51:01.000Z","20783","389","8","0","13","https://www.youtube.com/watch?v=CsU-6O6B4nI"
"13","eXZkTRWDCcY","臭豆腐 vs. 納豆！臭味大對決！？ - 『甘巴茶！漫才の部屋！』ep 7","2017-04-29T14:24:28.000Z","2531","58","0","0","2","https://www.youtube.com/watch?v=eXZkTRWDCcY"
"14","eyS-O8snzLo","賀瓏脫口秀【千萬別養長毛吉娃娃】Talkshow in ComedyClub","2018-10-21T10:51:30.000Z","232979","3376","93","0","99","https://www.youtube.com/watch?v=eyS-O8snzLo"
"15","Fs_BuePeQYc","賀瓏吐槽鋼鋼(博恩) 同臺脫口秀 全記錄（4分鐘完整版）","2017-12-10T14:55:27.000Z","216406","1794","193","0","55","https://www.youtube.com/watch?v=Fs_BuePeQYc"
"16","FxS0ZVyBsx8","【Better Than Brian】賀瓏 feat.日京江羽人 Official Music Video 🎶","2019-10-27T13:00:13.000Z","68573","5267","34","0","260","https://www.youtube.com/watch?v=FxS0ZVyBsx8"
"17","Gg4NdQdjTE0","賀瓏脫口秀【文青女孩愛唱歌】Talkshow in ComedyClub","2018-08-06T12:42:09.000Z","152310","1952","59","0","88","https://www.youtube.com/watch?v=Gg4NdQdjTE0"
"18","gUfjuphyxGk","賀瓏18禁脫口秀【性愛潔癖】Talkshow in ComedyClub","2019-01-01T13:45:01.000Z","220372","3084","354","0","163","https://www.youtube.com/watch?v=gUfjuphyxGk"
"19","h1O8EZwEKc8","賀瓏脫口秀【我來自大學生了沒】Talkshow in ComedyClub","2016-11-05T13:59:59.000Z","26750","188","6","0","6","https://www.youtube.com/watch?v=h1O8EZwEKc8"
"20","HBRugaSdgrI","賀瓏脫口秀【上海選秀節目行】Talkshow in ComedyClub","2019-03-24T13:26:16.000Z","219873","3113","192","0","583","https://www.youtube.com/watch?v=HBRugaSdgrI"
"21","Hrgx5mqsx_w","賀瓏脫口秀【愛情實境秀】Talkshow in ComedyClub","2019-07-07T11:30:00.000Z","173076","3749","71","0","188","https://www.youtube.com/watch?v=Hrgx5mqsx_w"
"22","i_0IOBh5s6U","日本人試吃台灣便利商店！評價比日本還好吃？ - 『甘巴茶！漫才の部屋！』ep 3","2016-12-07T14:52:16.000Z","9479","53","4","0","7","https://www.youtube.com/watch?v=i_0IOBh5s6U"
