"","id","title","publication_date","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","url"
"1","_GgRCPJpGkA","這是什麼幻術？貓皇乖乖進籠裡看獸醫去？","2019-09-17T13:04:25.000Z","42661","2780","38","0","65","https://www.youtube.com/watch?v=_GgRCPJpGkA"
"2","_wnaM-etakA","理科太太 - 嬰兒、成人都適用的腸胃炎求生術","2018-07-23T15:09:55.000Z","172871","4324","47","0","123","https://www.youtube.com/watch?v=_wnaM-etakA"
"3","_YDD_kHCuCg","王偉忠 x 理科太太 - 時代變了，但想讓人微笑的想法不變","2019-03-26T04:03:59.000Z","301262","6846","268","0","359","https://www.youtube.com/watch?v=_YDD_kHCuCg"
"4","-Af9yHyCetA","如何慎選床伴？原來枕頭要這樣挑才對","2018-11-27T03:45:00.000Z","380325","10313","125","0","572","https://www.youtube.com/watch?v=-Af9yHyCetA"
"5","-rx9uqvTkPQ","如果有一個更真實的世界，你會怎麼選擇？","2019-08-05T04:00:00.000Z","94148","2934","57","0","188","https://www.youtube.com/watch?v=-rx9uqvTkPQ"
"6","04jEdrLay8w","我們與麻疹爆發的距離 - 快速了解是否該補針","2019-04-04T04:00:09.000Z","67270","3009","25","0","153","https://www.youtube.com/watch?v=04jEdrLay8w"
"7","0fXFNWSzwU0","張曼娟 x 理科太太 - 三十代的你應該學習的課題","2019-09-24T04:10:23.000Z","78609","3979","56","0","191","https://www.youtube.com/watch?v=0fXFNWSzwU0"
"8","0GtFuUrTf50","Jolin x 理科太太 - Ugly beauty 也是一種美","2018-12-26T04:00:01.000Z","2772512","103932","801","0","2842","https://www.youtube.com/watch?v=0GtFuUrTf50"
"9","0yYxhO0oQNA","理科太太 - 很多人不說但默默承受的便秘之苦","2018-10-04T03:45:02.000Z","196834","5830","58","0","440","https://www.youtube.com/watch?v=0yYxhO0oQNA"
"10","0z4s-wxGnUA","挑戰「不開火無油煙」聖誕懶人料理","2018-12-20T03:45:02.000Z","701990","17971","190","0","1082","https://www.youtube.com/watch?v=0z4s-wxGnUA"
"11","14eHrgalv-I","理科先生嫵媚感大爆發？視覺錯覺修容術","2019-05-16T04:00:39.000Z","72894","2016","42","0","145","https://www.youtube.com/watch?v=14eHrgalv-I"
"12","1E8-K3fy_YI","你還在把剛買的手機完全放電後再充電嗎？","2018-11-01T03:45:00.000Z","389988","13554","168","0","569","https://www.youtube.com/watch?v=1E8-K3fy_YI"
"13","23KqaSIib9k","聖結石 x 理科太太 - 網路上說這樣做就能生火？","2019-01-08T03:45:00.000Z","650934","14138","1960","0","1375","https://www.youtube.com/watch?v=23KqaSIib9k"
"14","2EdyFfPQEFE","今年的情人節，竟然在月子中心度過了","2019-08-07T04:00:00.000Z","284654","4555","87","0","211","https://www.youtube.com/watch?v=2EdyFfPQEFE"
"15","2WjcmJmC2v8","理科太太 - 賀十萬訂閱回饋粉絲 Q&A（下篇）- 與大力叔叔的孽緣？","2018-09-20T03:45:00.000Z","511678","10547","86","0","269","https://www.youtube.com/watch?v=2WjcmJmC2v8"
"16","39-2nuZhu8g","溫昇豪 x 理科太太 - 我們與悲傷的距離","2019-04-14T15:00:01.000Z","353500","13358","170","0","467","https://www.youtube.com/watch?v=39-2nuZhu8g"
"17","3iu-TjEAUtQ","這根本是畢旅程度的分貝 - 千千 x 癡癡 x 董仔 x 木星 x 理科太太 @女子宿舍","2019-10-25T04:00:01.000Z","165991","5642","79","0","265","https://www.youtube.com/watch?v=3iu-TjEAUtQ"
"18","3mRy9MH6Bv0","理科先生實驗室：裸跑DIY及真實測試","2019-04-18T04:00:00.000Z","188784","4280","84","0","406","https://www.youtube.com/watch?v=3mRy9MH6Bv0"
"19","3QHXThmgNzg","張艾嘉 x 理科太太 - 承擔叛逆到無畏得失，張姐的人生地圖","2019-06-20T04:00:00.000Z","87342","2738","46","0","120","https://www.youtube.com/watch?v=3QHXThmgNzg"
"20","3QONDGuO3n0","Ella x 理科太太 - 說話與生活，都能由妳選擇","2019-02-07T04:00:00.000Z","686498","16211","326","0","566","https://www.youtube.com/watch?v=3QONDGuO3n0"
"21","3x8KD0yhbiQ","防彈咖啡簡單做 & 會破功的飲食禁忌","2018-08-21T03:25:10.000Z","902839","18764","249","0","914","https://www.youtube.com/watch?v=3x8KD0yhbiQ"
"22","46OHptjIj-s","瑪莎 x 方序中 x 理科太太 - 垃圾話開頭溫馨結尾之小花計劃","2019-05-07T04:00:37.000Z","75544","2465","25","0","0","https://www.youtube.com/watch?v=46OHptjIj-s"
"23","5oZgkWCgBIE","嘗試任何新健康飲食之前？這個觀念絕對要有","2018-08-14T02:41:05.000Z","254805","8787","63","0","291","https://www.youtube.com/watch?v=5oZgkWCgBIE"
"24","5qIvQzjKlDI","理科太太 - 賀十萬訂閱回饋粉絲 Q&A（上篇） - 跟理科先生的戀愛史？","2018-09-18T03:45:00.000Z","989478","16812","236","0","675","https://www.youtube.com/watch?v=5qIvQzjKlDI"
"25","6EVqoT0M3Xw","理科太太 - 外面電解水喝不得，自己在家做超快的","2018-07-17T08:29:59.000Z","273773","5046","70","0","237","https://www.youtube.com/watch?v=6EVqoT0M3Xw"
"26","6gdaHT2g0e8","理科太太 -  你的孩子一直張可能不是個性不好，是因為J個...嬰兒腸絞痛","2018-07-10T16:48:10.000Z","75879","1382","14","0","27","https://www.youtube.com/watch?v=6gdaHT2g0e8"
"27","6gpQjYztpXE","理科夫妻來朝聖！原來Google跟YouTube總部長這樣","2019-05-28T04:03:12.000Z","210784","5882","77","0","201","https://www.youtube.com/watch?v=6gpQjYztpXE"
"28","7QJtwOzTluQ","#理科任意門 漁夫體驗！充滿暈與驚的出海捕魚記","2019-09-03T04:05:21.000Z","46189","1590","41","0","83","https://www.youtube.com/watch?v=7QJtwOzTluQ"
"29","8f3jneFzugE","你每次都有吃完你的抗生素嗎？#超級細菌","2019-05-21T04:00:01.000Z","126075","5022","51","0","298","https://www.youtube.com/watch?v=8f3jneFzugE"
"30","8LZoVqEIc04","蔡康永 x 理科太太 - 不見得有意義但很有趣的其他","2019-05-09T13:00:01.000Z","246000","10186","66","0","361","https://www.youtube.com/watch?v=8LZoVqEIc04"
"31","a1-FIf_Leys","全民瘋生酮飲食，快看看你適不適合","2018-08-16T03:27:06.000Z","1204140","32034","673","0","1053","https://www.youtube.com/watch?v=a1-FIf_Leys"
"32","aANjktNQ1B8","#理科夫妻隨手拍 帶John自己去吹一個玻璃杯","2019-07-17T13:00:01.000Z","88941","2016","68","0","116","https://www.youtube.com/watch?v=aANjktNQ1B8"
"33","ACYAEfyDXG8","老鼠小力的 SUPER DRY 安全歷險記","2019-04-19T04:00:01.000Z","68637","1954","39","0","85","https://www.youtube.com/watch?v=ACYAEfyDXG8"
"34","ADCNlWrP5xo","#不要玩老公系列 John挑戰第一次戴隱眼","2019-08-01T13:00:00.000Z","172224","2354","42","0","173","https://www.youtube.com/watch?v=ADCNlWrP5xo"
"35","AE4R4rPBUJQ","穿搭的科學(上) 理科先生變身前哨戰","2018-12-11T03:45:01.000Z","444471","8286","165","0","369","https://www.youtube.com/watch?v=AE4R4rPBUJQ"
"36","af8Q97JrgJk","理科太太實驗室：一般牙刷和音波牙刷差在哪？","2018-12-27T13:00:02.000Z","536221","9495","205","0","942","https://www.youtube.com/watch?v=af8Q97JrgJk"
"37","AoLC38dQ1Bk","改吃冬粉減肥？冷飯比熱飯更瘦？ #理科太太食驗室 EP3","2019-09-10T04:05:30.000Z","73675","2242","46","0","142","https://www.youtube.com/watch?v=AoLC38dQ1Bk"
"38","APfJuVGgJBY","陳意涵 x 理科太太 - 初為人母的冰與火之歌","2019-05-14T13:00:03.000Z","579995","10488","181","0","327","https://www.youtube.com/watch?v=APfJuVGgJBY"
"39","aRRlxfm2GvU","穿搭的科學(下) 理科先生的 Before After","2018-12-12T13:00:01.000Z","625981","9834","195","0","771","https://www.youtube.com/watch?v=aRRlxfm2GvU"
"40","AvS5wIovCuQ","顏教授除三害 - 蟑螂、螞蟻、昆蟲蟲蟲危機怎麼解","2019-01-22T04:00:02.000Z","304366","9233","254","0","1259","https://www.youtube.com/watch?v=AvS5wIovCuQ"
"41","AXvd8ZteF5A","不科學的科學 - 連太太也有的小迷信？","2019-01-10T03:45:00.000Z","646837","18508","357","0","1988","https://www.youtube.com/watch?v=AXvd8ZteF5A"
"42","B0gJzJ7N_PA","一談戀愛就鬼遮眼？愛情生理學有解","2018-06-29T00:22:20.000Z","2900386","83203","1425","0","2076","https://www.youtube.com/watch?v=B0gJzJ7N_PA"
"43","b8NmNj39pPc","今天用理科夫妻的眼睛，帶你看見衣索比亞","2019-04-23T13:00:10.000Z","181254","12457","69","0","419","https://www.youtube.com/watch?v=b8NmNj39pPc"
"44","B8WHtLf-CII","拖延症患者救星！理科太太分享高生產力方法","2018-11-06T03:45:00.000Z","709280","35746","228","0","838","https://www.youtube.com/watch?v=B8WHtLf-CII"
