"","id","title","publication_date","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","url"
"1","_3sExV6ZF3U","在不瘋狂就等死【我們不營養】Ep3►[有錢有勢]","2017-11-29T11:15:43.000Z","263248","1505","69","0","160","https://www.youtube.com/watch?v=_3sExV6ZF3U"
"2","_5YMbNAemw4","在不瘋狂就等死►DISS公主病","2017-02-14T03:58:53.000Z","315588","2485","81","0","135","https://www.youtube.com/watch?v=_5YMbNAemw4"
"3","_6FwcOUJO9A","游否希整人系列 1 ""否希子傑整漢生'","2015-05-09T05:23:41.000Z","416135","1233","105","0","133","https://www.youtube.com/watch?v=_6FwcOUJO9A"
"4","_8RiJnKM5n4","游否希 香蕉 B-BOX 合體","2015-02-04T10:36:11.000Z","66891","331","2","0","8","https://www.youtube.com/watch?v=_8RiJnKM5n4"
"5","_ap8HF51K9Q","在不瘋狂就等死►忘了帶鑰匙 是很可怕的事 超展開","2017-03-30T17:32:54.000Z","344892","1511","261","0","156","https://www.youtube.com/watch?v=_ap8HF51K9Q"
"6","_bBiiOiPDoI","＃最下流的桌遊 玩到濕掉 挑戰黃標","2019-11-12T10:00:07.000Z","136645","1066","212","0","52","https://www.youtube.com/watch?v=_bBiiOiPDoI"
"7","_bv36Zqfkl8","在不瘋狂就等死【歌詞改編】阿茲海默症 公益宣導 [改編自張宇給你們]","2017-02-25T14:42:35.000Z","100792","1522","25","0","176","https://www.youtube.com/watch?v=_bv36Zqfkl8"
"8","_eI1dhY2v70","在不瘋狂就等死【Online搜查線】Ep4►突襲整形女孩 塑膠G奶 否希哥試抓了？ 網路霸凌害死人 這就是台灣feat.薇小安[Search beauty 検索美 ค้นหาความงาม]","2018-12-28T09:58:19.000Z","2008707","11227","747","0","766","https://www.youtube.com/watch?v=_eI1dhY2v70"
"9","_RSBBbtBv9o","在不瘋狂就等死►#網咖幾種人 只有泡過網咖才懂","2018-12-03T05:49:44.000Z","317272","2147","186","0","253","https://www.youtube.com/watch?v=_RSBBbtBv9o"
"10","_TUGFG-x_1c","在不瘋狂就等死【歌詞改編】Ep2 情人節 [改編自買你]","2016-02-13T05:39:49.000Z","59379","605","89","0","174","https://www.youtube.com/watch?v=_TUGFG-x_1c"
"11","_wbd_73DOMs","在不瘋狂就等死【原住民抱怨】Ep3","2017-09-03T19:07:23.000Z","269509","2534","62","0","165","https://www.youtube.com/watch?v=_wbd_73DOMs"
