"","id","title","publication_date","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","url"
"1","_AxiIIGd4U8","試營運！快衝訂閱","2019-12-16T12:00:22.000Z","1866","675","0","0","42","https://www.youtube.com/watch?v=_AxiIIGd4U8"
"2","_d05jLT8xlA","去年的韓流，期待再現","2019-12-15T02:56:57.000Z","1701","552","1","0","53","https://www.youtube.com/watch?v=_d05jLT8xlA"
"3","-I8YkgMEeaw","港湖立委選情緊繃，淑慧五分市場誠心拜託❤️❤️","2020-01-04T02:08:33.000Z","17524","1941","3","0","49","https://www.youtube.com/watch?v=-I8YkgMEeaw"
"4","-VxMeEHDpEU","慶祝手機直播開通","2019-12-23T09:19:51.000Z","7119","2631","1","0","133","https://www.youtube.com/watch?v=-VxMeEHDpEU"
"5","0Ie_QdcV6vk","動員中央部會、立法委員、立法院長，只為了幫楊蕙如喬事！？","2019-12-12T04:27:46.000Z","501","150","0","0","6","https://www.youtube.com/watch?v=0Ie_QdcV6vk"
"6","0R_FyRGcZUU","北流壓力測試再加一場，邀請在地居民","2019-04-30T09:44:09.000Z","103","24","0","0","0","https://www.youtube.com/watch?v=0R_FyRGcZUU"
"7","1OVgWH2Ee6M","20191029市長總質詢　台北捷運票價調整","2019-11-27T03:41:05.000Z","357","51","0","0","6","https://www.youtube.com/watch?v=1OVgWH2Ee6M"
"8","53Fz9qA0O5Y","請問全臺家長能接受自己的孩子在校園裡面被政治洗腦嗎？能接受有政客拿人民納稅錢培養民進黨青年軍嗎？","2019-12-27T06:34:43.000Z","1131","371","0","0","15","https://www.youtube.com/watch?v=53Fz9qA0O5Y"
"9","5rgJ8cZ4zIY","20191028 民政部門質詢-台北市政府相關規範竟淪為裝飾品？","2019-10-30T09:35:34.000Z","198","34","0","0","3","https://www.youtube.com/watch?v=5rgJ8cZ4zIY"
"10","6eIJVBa2nrs","20190923 教育部門質詢 教育局冷氣","2019-10-04T05:33:32.000Z","93","17","0","0","1","https://www.youtube.com/watch?v=6eIJVBa2nrs"
