"","video_id","comments_count","reply_rate"
"1","_UEY2JIrkOY",0,NA
"2","0pZ4YPJOzRg",1,0
"3","0Yjlje54tgI",0,NA
"4","1VrwvTYoYnQ",2,0
"5","8YvTNbxZmnI",0,NA
"6","8ZS-F9447Cw",0,NA
"7","9y0bTYFUPd4",1179,0
"8","AG_C-npi860",5,0
"9","bCYxggmWPsY",1,0
"10","DUlbGPSPY3o",141,0
"11","GzCvlWxD8eo",5,0
"12","irWXmG7obXY",8,0
"13","K8L6V700kvA",0,NA
"14","KQOKbtjKb80",0,NA
"15","lyiIOd0pVe4",1,0
"16","Nxymz8MFWiM",0,NA
"17","pfBgyyAMD6I",4,0
"18","Th-ttquOoFQ",2,0
"19","tMst3tTobGQ",4,0
"20","vCveja4U2y8",3,0
"21","wEzl5Frg4rc",0,NA
"22","WMcyvLGxYtc",4,0
"23","yhRoHn-nADQ",21,0
"24","Z78TuVvfCeU",2,0
