"","video_id","comments_count","reply_rate"
"1","-ARqwvLJLPs",75,0
"2","-DX_yLGzUPM",97,0
"3","0bpzNTCM8Nc",635,0
"4","1zUWdtLl8wo",198,0
"5","3Pjh4REnOd0",637,0
"6","7UHr07Jkt4w",186,0
"7","bv9oB5lu_70",64,0
"8","EXHvoiDIIrE",456,0
"9","fQV3iCJQO5o",111,0
"10","GNfQwpJQxAE",75,0
"11","GrbNM5dUxkc",714,0
"12","kwC2UdE6TMY",369,0
"13","RXZagcQ3vmo",137,0
"14","txxjnyr2yxA",271,0
"15","x706FdZ9AdA",433,0
"16","xxPZx5ajOVs",170,0
"17","yViwmrj7ca4",305,0
"18","yWSJqAb15Oo",67,0
"19","ZpEYevmkMNE",319,0
