"","video_id","comments_count","reply_rate"
"1","1IrisQSTVoE",423,0
"2","1Jh9--HOR_o",17,0
"3","1vGLM9eMPJc",34,0
"4","78bge65mEBk",NA,NA
"5","867MR9PuwaE",13,0
"6","b2bT_5SGPjM",31,0
"7","CxFxPrUUx3k",12,0
"8","DquCyTvFLSw",14,0
"9","F65q3prvH2w",57,0
"10","g5Yon1MeV34",27,0
"11","gkysa7-eZFg",71,0
"12","GNjlawzLSx8",NA,NA
"13","GVF2NqdAkQg",25,0
"14","H7w-pHTvdHY",10,0
"15","iAfT1WB_nIA",22,0
"16","Iwr0LIRaCXc",31,0
"17","jXCQzZqskZA",398,0
"18","K_q4pZtoTSQ",90,0
"19","KMyGDS0MNFE",21,0
"20","lDaImcxBNMU",10,0
"21","LIHuNRyho70",48,0
"22","llqzyOvRgWI",49,0
"23","lo-GCkf-Pz0",82,0
"24","OIlOI0E-mQE",10,0
"25","oL_Vua5tMJ0",23,0
"26","onNm_mCx8zM",54,0
"27","P1qlQRfdflk",5,0
"28","QgajdkabU4w",74,0
"29","qKWLAwk7WbQ",577,0
"30","rjsXgouDToc",28,0
"31","rNoccadQppQ",9,0
"32","rTnduznL9hM",97,0
"33","Ry1DUN440UY",16,0
"34","SGCK7cwlbkE",12,0
"35","SSBOdyEbhlA",82,0
"36","SWl0BqkWTS4",33,0
"37","UR3hwHSXxTg",10,0
"38","WipOxmwaqF4",32,0
"39","WQ7rL8Ln13w",6,0
"40","YjlYyK-0MKA",104,0
"41","YL8sBMD-BjM",25,0
