"","video_id","comments_count","reply_rate"
"1","_kTeQH55FDg",NA,NA
"2","_SRlxbKi_oM",NA,NA
"3","-HMNLhIRuJ8",NA,NA
"4","1Q77ykQJRQk",NA,NA
"5","1so4NneT930",NA,NA
"6","3dGVjPGnj3E",NA,NA
"7","4rb3tBSv_no",NA,NA
"8","6vA_Vq2r3-g",NA,NA
"9","7UlxMeiEvsg",NA,NA
"10","8uE5d1XSJb0",NA,NA
"11","98Sep1PAtyE",NA,NA
"12","AhXfQMmcELo",NA,NA
"13","aIq5aCjVKGw",NA,NA
"14","bQrmKIbrSZA",NA,NA
"15","C9AclN7xzzU",NA,NA
"16","CyQiuSfFm6g",NA,NA
"17","dOetbPj0STI",NA,NA
"18","dqQ0MQJhbto",NA,NA
"19","DW1sEqNjvdw",NA,NA
"20","dyjAykACBFg",NA,NA
"21","e5MZ1hbsX0U",NA,NA
"22","EV9ZfSOT_Gw",NA,NA
"23","Ez2PnEgSfrg",NA,NA
"24","f1RDWmR7fZI",NA,NA
"25","f3LFlTc9WZM",NA,NA
"26","FCYn_4DcnhA",NA,NA
"27","FVZPxz6F2_s",NA,NA
"28","h7CGZxPATww",NA,NA
"29","hD-rqrjKkfw",NA,NA
"30","iKXcrhRdx-A",NA,NA
"31","JbQRDYpdorI",NA,NA
"32","JrJTqJZLJWs",NA,NA
"33","JyssrvIEQ5U",NA,NA
"34","kLcgqm4uln4",NA,NA
"35","LYDugU8Fsw4",NA,NA
"36","N8C2KIcIzBo",NA,NA
"37","NCVduFafXB0",36,0
"38","NdrbyVNDHAg",NA,NA
"39","O5XSyKCTMzM",NA,NA
"40","oQrgBmCvwm4",NA,NA
"41","Phc2fAiDjKg",NA,NA
"42","QnOyRyudjCk",NA,NA
"43","rzcROlKlvVw",NA,NA
"44","s2Sm_WTRpH8",NA,NA
"45","SMeDZ6LPeRY",NA,NA
"46","t7X3hD97b2Y",NA,NA
"47","tK73G2A0HMc",NA,NA
"48","TvrdBWVrL4E",NA,NA
"49","uf3ucPEnOzY",NA,NA
"50","W5VePS_hqxY",NA,NA
"51","x33S61p7UJo",NA,NA
"52","xvpIcIxDADo",NA,NA
