"","video_id","comments_count","reply_rate"
"1","_0gqYLyF8CM",0,NA
"2","_0kpqu21Klo",0,NA
"3","_1XigERozU0",2,0
"4","_C7Zrm7bhBA",0,NA
"5","_c8N13zsivU",2,0
"6","_EDIXrI2HcM",0,NA
"7","_GZsn6B0Xeo",1,0
"8","_IxSxfrPSY8",0,NA
"9","_JvbISmaBq0",0,NA
"10","_Nf1N0y9Fl8",0,NA
"11","_OBT1dqiM_s",0,NA
"12","_qo67szBYhQ",0,NA
"13","_SDlQ3U-wrQ",0,NA
"14","_sUbMSFZ64Y",2,0
"15","_TjH6H66sXQ",0,NA
"16","_tLpvIt-jYk",0,NA
"17","_zDV8jsGW18",24,0
"18","-8pc998bTEU",0,NA
"19","-CGxid3ohDE",0,NA
"20","-CWH93tpekI",17,0
"21","-eaEw44eprc",4,0
"22","-h72fzoHE1c",0,NA
"23","-Q8Puk78sHw",1,0
"24","-ueEWwmRK3s",3,0
"25","-uKuY9RdXiU",0,NA
"26","-v7bU1ncVNM",0,NA
"27","-VKkwtpy6j0",3,0
"28","-WIlPIZP9zA",1,0
"29","-zj9j_I8yZc",0,NA
"30","01QCAXNfC50",5,0
"31","063AyR3GX_0",673,0
"32","08sC934wKTg",0,NA
"33","096ZCs28iAk",0,NA
"34","0A_9TnuUNPM",0,NA
"35","0AsNvB1Qr-w",9,0
"36","0CkY4GlEU2U",6,0
"37","0ejGkxemKac",0,NA
"38","0J_hp8_Hra4",0,NA
"39","0p_kAChlr8Y",87,0
"40","0Rre-MoXrFQ",0,NA
"41","0t4Nufqpecg",1,0
"42","0xsNfhRNu3Q",1,0
"43","0ZFsIXrpKyg",0,NA
"44","12zkYBbvdJk",2,0
"45","1f69rCSVJlg",1,0
"46","1hd8Y775N8Q",0,NA
"47","1k-hWqQtup4",0,NA
"48","1L0SyNa4EtM",0,NA
"49","1O7h8u9TYHU",0,NA
"50","1qEmlu6UVYk",0,NA
"51","1tRuEsmf4fU",2,0
"52","1uysfA2SV18",0,NA
"53","21mhY2krF3I",0,NA
"54","21X0qlJw_tk",0,NA
"55","25NZl_hfMA8",0,NA
"56","2gluDWW2XxM",0,NA
"57","2kzMzY8hA74",1,0
"58","2mcG4nhdsSo",11,0
"59","2ofoQ1-MRys",2,0
"60","2pSrcw_uYWU",0,NA
"61","2qhjy7y36SE",0,NA
"62","2qiT8wbO0XY",0,NA
"63","2SBlDW4pQa0",0,NA
"64","2smPCrb3dWs",0,NA
"65","2TD0pheZdzA",25,0
"66","2VGNIUT0xEU",3,0
"67","2w07nJdBbEo",0,NA
"68","2WS56332JIo",0,NA
"69","2zi1U6GBkDA",0,NA
"70","310YjxzcOwU",3,0
"71","33RjqEr85HI",0,NA
"72","38VZ24E1r00",1,0
"73","3AfndE4TSgo",10,0
"74","3bJtlDugOwU",0,NA
"75","3KgGcrhQIiA",2,0
"76","3Mt0XQt7ocI",0,NA
"77","3nFlkbBYN5g",0,NA
"78","3ONjoRliFkw",0,NA
"79","3sGTYBqAFyA",16,0
"80","3tKF8OVzujA",0,NA
"81","3VAtz04iIl4",0,NA
"82","3vdzzfthoJY",22,0
"83","40AnSnhTtPo",0,NA
"84","41v7vMYFScQ",0,NA
"85","45BFesUuVBk",0,NA
"86","4d2GKQPClls",0,NA
"87","4dWpuAk_kRY",0,NA
"88","4K3WHq5kMH4",6,0
"89","4l0UtTnsMck",0,NA
"90","4pMY01pk-ak",0,NA
"91","4qoHN_Rds2k",0,NA
"92","4VXrze58BqU",0,NA
"93","4yoQO8p9kUo",0,NA
"94","5_KzPnQE3sI",0,NA
"95","532kLAlJFVw",0,NA
"96","53W6knNZE0o",0,NA
"97","54-Jk_k_CDQ",0,NA
"98","58fQfOAYSR0",0,NA
"99","5aJKWkV3Rwc",3,0
"100","5fesBkwqmXo",5,0
"101","5fgue-aJl_8",2,0
"102","5M81BzCwj-4",0,NA
"103","5mgYRZ4qXKA",3,0
"104","5qCw-TjhtC4",0,NA
"105","5QGwhwUdecc",1,0
"106","5T-Fkdk4ffM",0,NA
"107","5vsaklfjR7M",3,0
"108","5xaCemiHTF8",3,0
"109","5XDqsFydwO8",0,NA
"110","5xp1yGb8Wvo",9,0
"111","5zopFl12IVE",2,0
"112","60tn9qAtMZg",0,NA
"113","649CSOMOlqQ",4,0
"114","68HQ8dIwqO8",2,0
"115","6bVv5y6DLvg",0,NA
"116","6eDzBXNiTuM",5,0
"117","6JoWu-N51EY",0,NA
"118","6oAc7xRWuyY",0,NA
"119","6RiOQDzCOYA",0,NA
"120","6RyTNaTQhis",0,NA
"121","6sbbbF59ap4",1,0
"122","6TfrqfXa_IE",0,NA
"123","6th4mr8YUBw",0,NA
"124","6tr_hCLVUg4",0,NA
"125","6TSM27ziFgQ",0,NA
"126","6vEpw3x3coM",0,NA
"127","6wAZXn5cJ2Y",1,0
"128","6xl5GDvDimI",5,0
"129","6YHLcacWZ-0",0,NA
"130","7_KYMOwNjEQ",0,NA
"131","7_q2bgEyfZc",0,NA
"132","7917U6tHfYc",12,0
"133","7BeNab75XoM",0,NA
"134","7dM8GTPmqzs",0,NA
"135","7eUY9EbSGgQ",0,NA
"136","7FSp-RgFAus",0,NA
"137","7iAl2bUi7KE",0,NA
"138","7lBu7vPP5HY",2,0
"139","7MErypf05J0",0,NA
"140","7pYXhRhPOdE",5,0
"141","7r7x5o3xkwI",0,NA
"142","7VJEuYXB2qs",0,NA
"143","7X6DDR3rpoM",0,NA
"144","7YE7bor9Otg",0,NA
"145","7YkKgKFylVk",1,0
"146","7YtHNq7_Nek",1,0
