"","video_id","comments_count","reply_rate"
"1","-UczHC0a8EQ",0,NA
"2","-UPw6acJoXo",5,0
"3","0gW7C2lNcrU",0,NA
"4","0RC10p8V8rY",0,NA
"5","1dLBrLCmS5Q",0,NA
"6","1jnyj0nB-W4",0,NA
"7","1mr03rlzmY8",0,NA
"8","32xBVacY3rU",0,NA
"9","3A9ES_vd2X4",51,0
"10","3bs8gebnDyU",10,0
"11","45lJr--NShc",3,0
"12","4C6rCHnMUoE",18,0
"13","4EJEOAicOs0",0,NA
"14","4HENXrPQzkk",1456,0
"15","4P6IQwXNHyc",6,0
"16","65RJJaiP-_A",0,NA
"17","6Bcsb2J2r3k",26,0
"18","6fvTPeYNpDI",0,NA
"19","6oujUh_KcH0",0,NA
"20","aInqo4AjuS4",0,NA
"21","aqlOfnCHwH4",0,NA
"22","azAgiJl1iWE",0,NA
"23","bACCq8zvqyY",0,NA
"24","bFwEW9QUQ8M",0,NA
"25","c12nqh--dfQ",2,0
"26","D3IXImNgjHQ",0,NA
"27","eoutAuacd9w",2,0
"28","FINlsPusVp8",34,0
"29","FMs8Sjt_kFc",0,NA
"30","GaWryImAnGk",0,NA
"31","gDaB8FBe920",0,NA
"32","GhInw_ZoA6A",0,NA
"33","GRSApBJIn3Q",0,NA
"34","Hr4bhEiaPc0",0,NA
"35","I_ncq9w0214",0,NA
"36","IvyqOOH5CMM",0,NA
"37","KaM-WEQSE7E",0,NA
"38","KDnw8VYsSsw",53,0
"39","Krd2LlRzjro",5,0
"40","l_UGRsSTbtA",0,NA
"41","L3O5gBlUdrk",0,NA
"42","lJ-ptfa3_NI",0,NA
"43","lNZ8LxT0Uds",0,NA
"44","mFGgGXsWgxM",0,NA
"45","MubwQTSXi74",44,0
"46","NUMmQFJ3cHw",0,NA
"47","Nv0Jrsu7ZcU",9,0
"48","OaxIk39fOxo",0,NA
"49","OcfpyLrBQAE",0,NA
"50","oqX5cTzzvzQ",0,NA
"51","oSOBV9YrvRw",4,0
"52","OWJY5YHpC6o",0,NA
"53","owMCdtesNaw",27,0
"54","oy6ozbaPBvQ",0,NA
"55","pNgOiiLVjKc",0,NA
"56","pZkI3fbEJeQ",0,NA
"57","Qo495ZYt4Pk",0,NA
"58","Qvv-uqUnTqw",0,NA
"59","qznr79eyQtI",0,NA
"60","RbEuvPau_Io",0,NA
"61","rVnv7tevlgI",8,0
"62","sdNIxkj5wEo",2,0
"63","t_9VWnmwfe8",8,0
"64","tOmxXBQQRR4",0,NA
"65","TyFqXwgAG9Y",0,NA
"66","U1Wg4UyJfXM",0,NA
"67","ULcm-TIO0mo",0,NA
"68","uOtugV_H79M",0,NA
"69","UYy5mMhxkwQ",0,NA
"70","VBH9G9XVUhE",0,NA
"71","W-qysAKF2es",0,NA
"72","xqzriFHhe1g",4,0
"73","xXqVNWBECW0",0,NA
"74","xY91CmymtoI",11,0
"75","xYNlBi0tLoI",2,0
"76","yCOkOWo-2l8",0,NA
"77","YLb3MmsqHFs",1,0
"78","YSQfiu87xN0",0,NA
"79","Yws4mxQpZE4",0,NA
"80","z9jBVpaL7jc",2,0
"81","ZDPtxk6daE4",0,NA
"82","ZtuCY6G6Ljg",0,NA
"83","zY8YaRJhnIc",0,NA
