"","video_id","comments_count","reply_rate"
"1","_48ZF5gPY0w",0,NA
"2","_hwNEumDw1c",0,NA
"3","_jG9wmjR3oA",0,NA
"4","_T2Zrg25hMM",0,NA
"5","_t8lOt3zd6o",1,0
"6","-5aZoqJ3iHc",0,NA
"7","-5SxBpQ0QWs",0,NA
"8","-dKLS2q-_IA",2,0
"9","-e4ElFq-aVY",0,NA
"10","-Ky-7QixZZ4",0,NA
"11","-UxaJPBGEJ8",0,NA
"12","-xBXq1tEw0A",0,NA
"13","0fom7ApGoyI",0,NA
"14","1CDyAVnWKIw",0,NA
"15","1o4mymZ2Bh4",0,NA
"16","1RdZb1QfBf4",0,NA
"17","1WEGjU49NPI",0,NA
"18","1xe8KJxKB2s",0,NA
"19","24shgmGtGyQ",0,NA
"20","2kx5AEGN7Fc",1,0
"21","2Zi3lEIev7E",0,NA
"22","30p1li9zXv8",0,NA
"23","36QTcswAC7w",0,NA
"24","3axynv_MkUY",0,NA
"25","3Bhk0tiS36o",0,NA
"26","3FDokOgJ0gY",0,NA
"27","3fomwcOFE9k",0,NA
"28","3NI0ChEjkLg",0,NA
"29","3rPLBG6QN4Q",0,NA
"30","3T9SGudLzZI",1,0
"31","3x5qBM3mYEw",0,NA
"32","46qtvfWj7IM",0,NA
"33","48GpgJS8pvc",2,0
"34","4B4ZQKOJqm4",0,NA
"35","4BxdBLOJqio",0,NA
"36","4HT6fI-WIfQ",0,NA
"37","58xsQ3ZC4mQ",0,NA
"38","5BDV_LW6vW4",0,NA
"39","5u0FANJNUUA",0,NA
"40","6CuoTRawBQY",0,NA
"41","6l40acoOdLk",0,NA
"42","6R4hGL5Opa4",0,NA
"43","73w3TcDTj7Y",0,NA
"44","7J4BxXJqLtY",0,NA
"45","8_t7U7CX2uM",1,0
"46","8a_9V2ZYrtE",0,NA
"47","8bDGl6wE-tA",0,NA
"48","8bpPbRrQ27g",0,NA
"49","8FMLyVMZH0s",3,0
"50","8pEls53rK2g",43,0
"51","8PY5eRdHDL0",0,NA
"52","8qAVyPgKaPI",0,NA
"53","9CWjN9WZ1sY",1,0
"54","9ih0xZGZVBo",0,NA
"55","9IYCvwlAI7Y",1,0
"56","9TYF5AG9Jd4",0,NA
"57","9VUWELIdtK8",0,NA
"58","A-1HDqFs1Vs",0,NA
"59","aEnnRfxtjtw",0,NA
"60","aoIvHsgRaPY",0,NA
"61","AORMLFyIogs",0,NA
"62","aT5I4CaW1zE",1,0
"63","atuQpcD4cuk",246,0
"64","Av0CUix_Onk",0,NA
"65","Ayj6KZczl9M",0,NA
"66","b8NM5ZBW0dY",0,NA
"67","b8ZWmzQ_dow",0,NA
"68","B9fWoVXiTQQ",0,NA
"69","BBMoEqR5iFM",0,NA
"70","bgwIPdxGLgI",0,NA
"71","BHSI9wClmoU",2,0
"72","biZ0bc0N4lw",0,NA
"73","bjPLbpKlLaA",0,NA
"74","bqH4jWoFXBk",0,NA
"75","bUM8s0fIl4Y",0,NA
"76","bXjeno_cKHg",1,0
"77","C1qoSJwb8Y4",0,NA
"78","c2WGvHsFyl0",0,NA
"79","C4QKrnE641A",0,NA
"80","c7cTIyZTi3w",0,NA
"81","C8k7N4YqglM",0,NA
"82","CBwL5xpJBCE",0,NA
"83","cF4Ui2WM-Mk",0,NA
"84","CICM8MxT4Zk",0,NA
"85","CwQQvRJCuMo",0,NA
"86","D8Qj1UAC4AA",0,NA
"87","D9KJLcAur4E",0,NA
"88","dAvcmS27t6M",0,NA
"89","dh8fvBPaepw",0,NA
"90","Djw23-E1vv4",0,NA
"91","DlMS-rIGV-o",0,NA
"92","DmZXjvInf44",0,NA
"93","DQI0DI7q0iU",0,NA
"94","e__6u_DoRlM",0,NA
"95","e_H0kir6hdM",0,NA
"96","e_vkAeLd62A",0,NA
"97","EBHRP2Q6cV4",0,NA
"98","Ee3xtzurgcA",0,NA
"99","eEO2z4Xq7R4",0,NA
"100","EfmQESN6_FU",0,NA
"101","eGxPGDjbCWA",0,NA
"102","eN1VbJ9Xgu4",0,NA
"103","eOIDNipPR1w",0,NA
"104","eq3SNMHxLEg",0,NA
"105","euuSvfOJnb4",0,NA
"106","eXsqJMZ-pW4",0,NA
"107","F9I5iVbtxwM",0,NA
"108","FaYoN6vbT30",0,NA
"109","ffrmMsHPNh4",0,NA
"110","FfSo2b-1h94",0,NA
"111","fFSzWt9_FGc",0,NA
"112","fHryOPY28MA",0,NA
"113","FHz_cQ35U9M",5,0
"114","fTyK3D0-uCY",0,NA
"115","fUwG55kP0nc",0,NA
"116","FXRkzr0ZMic",0,NA
"117","fY5KFbmi6Zw",2345,0
"118","g_Z-Lb8UJ-0",0,NA
"119","g0ABIDAlcP4",0,NA
"120","G0OcfOIodSM",0,NA
"121","GcN5q3fXEuc",0,NA
"122","gjUGs78cA8g",0,NA
"123","gqv1eZan-cI",0,NA
"124","GV95HMjgXow",0,NA
"125","GW5lIjOxI7E",0,NA
"126","GYy1S5wcsM4",0,NA
"127","hA2L4mQKpq4",0,NA
"128","hB6n0YNIJWk",0,NA
"129","HDK4pXizziY",0,NA
"130","Hf0sshjYHpQ",0,NA
"131","hNxDq3fNo-I",0,NA
"132","HtTEDvIfJF4",0,NA
"133","Hv997EmMzn8",6,0
"134","HwYzU22ogb0",0,NA
"135","HYEUt8n6BYY",0,NA
"136","IdPdVmv5tnE",0,NA
"137","iKmTXxq2J_g",0,NA
"138","iUl3m9fA3b4",0,NA
"139","IwSim66P0IE",0,NA
"140","j-xHFAeGpUQ",1,0
"141","j0SABVlwDFs",0,NA
"142","J3sO6C56IyU",0,NA
"143","jdqMK_f6I-0",0,NA
"144","JFbjXrG_z8Q",0,NA
"145","jj6GJZgJOYg",1,0
"146","JMmWYZPSjw4",0,NA
"147","JVVfeCAfeaA",0,NA
"148","jXT4sDcq018",0,NA
"149","jyvevJhl-AA",0,NA
"150","k-cgCCj_BJQ",0,NA
"151","K1_pf9rCkJk",0,NA
"152","K2B5OFkO7sU",0,NA
"153","kBblFgutTQw",0,NA
"154","kcoCw7rSQZw",0,NA
"155","kgIRyl1xDpY",0,NA
"156","KJLPkWVOOK8",0,NA
"157","ku3rplVWVj4",0,NA
"158","kVVTeGVS6zI",0,NA
"159","Kzlw86NMX4Y",0,NA
"160","lBWDQ5q5dwU",0,NA
"161","Let8Qci7atk",0,NA
"162","Lps5l3XZfKA",0,NA
"163","lUsYsJlmdlU",0,NA
"164","lw5vCuXLsb4",0,NA
"165","mC9ixQTsGdo",0,NA
"166","mG-kgnvI6OI",0,NA
"167","mjIYKr2pk6I",1,0
"168","MJWwrcy7UTI",0,NA
"169","mmLSfYCf0Vc",0,NA
"170","mrpSd8YA9vU",3,0
"171","mTh5hNLGqms",0,NA
"172","MX-8AIEHLz8",0,NA
"173","MyPV6LflVF0",0,NA
"174","n09fJ3pxtnQ",1,0
