"","video_id","comments_count","reply_rate"
"1","_fy5302f5bg",21,0
"2","_QjRywFABVQ",4,0
"3","_Rj9NrQniK0",33,0
"4","--HZIiSAS2s",2,0
"5","-3XOVbAGdr4",2,0
"6","-TWNszEvSyg",7,0
"7","0EGeC-fDZRI",7,0
"8","1fYinGKKL0U",5,0
"9","2eBu2IEtDIU",85,0
"10","351vvTqcVLg",46,0
"11","3hRWC-y2UVI",8,0
"12","3tqD0ppxXN4",3,0
"13","4k1vRBIJGIE",0,NA
"14","5AS9CwNQlsE",2,0
"15","5E54u03TgJE",0,NA
"16","6d_lNU-UE4M",74,0
"17","718McWtRwsM",2,0
"18","7BjYghWolJg",36,0
"19","7IeFRl-1Db0",60,0
"20","7SwZjSsJ67M",0,NA
"21","7zniirxiZBE",2,0
"22","8ELPlgQ1cas",18,0
"23","8SEldi_1c_Q",8,0
"24","9BCWcEmmnuo",10,0
"25","9kuaqRKGwfA",2,0
"26","9TpDi4fWI6Y",5,0
"27","9ynxVmmKq_I",26,0
"28","a8fDemVRXnM",91,0
"29","aPK3mvXW0pM",46,0
"30","aU6CiPTtEdw",5,0
"31","AWYOduc0NXU",181,0
"32","AXrgek3HIzk",12,0
"33","aZpfLmiumgU",2,0
"34","B0NPd7xX1KI",0,NA
"35","b5NsQADjN8w",75,0
"36","BkEtq-lylSQ",7,0
"37","bxvhUY_0fYc",5,0
"38","C0uySgABZGY",17,0
"39","C2U5WUxdDGk",4,0
"40","c4xlB6Nl9ds",694,0
"41","c5l6kliSVa4",2,0
"42","C5srOgcRoZY",20,0
"43","Cg4n-AOf3hk",0,NA
"44","Cv3crH_uhg0",85,0
"45","cxTExA9B7jo",3,0
"46","cYN2-8kDPtU",11,0
"47","D7OqyCubwkc",16,0
"48","DCrj9ElIxpk",0,NA
"49","deUs6A_ZYhs",19,0
"50","DyCaEXZeO9A",3,0
"51","EClSe7gSHxw",59,0
"52","eMDuhafWSqk",4,0
"53","exfw735BYRM",5,0
"54","fewD95bC8pE",31,0
"55","FOAEQi5CHNw",6,0
"56","G6XysGdjM-0",2,0
"57","g8zZWrXSyPE",5,0
"58","Glzy9Beuqa0",9,0
"59","GsS2hKM4SjA",21,0
"60","Gw-h5uSzZjc",13,0
"61","H5XP0PWIBTc",8,0
"62","h6j9H5hPg1E",57,0
"63","HxJSyajM7gw",2,0
"64","I2Cc_R7sOcY",4,0
"65","i2iB-H3V8QQ",1,0
"66","ibTAFh7aMmA",0,NA
"67","iG_A99HlLXY",11,0
"68","ihtTPaYGoyU",25,0
"69","iJWWSk1251w",5,0
"70","IlUElMa1DcE",7,0
"71","J8cb5rPPeQw",0,NA
"72","jLWRLjJf6gU",10,0
"73","jZKa8W3Dy9Y",6,0
"74","k9mtPrIt4gg",27,0
"75","l01zboOf7FE",14,0
"76","l5S0QgcSygI",19,0
"77","lE4ZjuJC7ys",417,0
"78","lJi5c0yXd4Q",45,0
"79","LNbUNKJ3x0Y",0,NA
"80","lOTek7tmqzg",39,0
"81","loycHXQt45s",1,0
"82","lRf06z6plUA",13,0
"83","lWmyhD5nkqk",17,0
"84","m1jkBlQagl0",11,0
"85","MEukxBkFZOU",5,0
"86","MkEQC-k7U7w",14,0
"87","mnbXuy_mu1E",1,0
"88","mO7_cYZNyEo",8,0
"89","mWShCYQ5UMA",3,0
"90","ncESKs2idvA",6,0
"91","NCo3aLXz1Hk",10,0
"92","NG9qx0ZiCcE",593,0
"93","NU6gbs7u5EY",7,0
"94","nW9QevcjZ34",9,0
"95","Nxf2ONvCEjg",0,NA
"96","oclZfiYuJ2M",29,0
"97","OdKWizycoZs",8,0
"98","OfxwJGifOtk",7,0
"99","oG5TpkinFI4",13,0
"100","oHm5LqKs8GI",8,0
"101","p-qs1Mp36Ac",3,0
"102","P408yRUozfo",26,0
"103","pbUUOZd6Mls",2,0
"104","pkl4ReZuf6A",26,0
"105","pNhP8Ygc_cE",16,0
"106","Po5YVrcnb8k",43,0
"107","pq6nUNWd_rE",13,0
"108","pX9G8EftH6c",8,0
"109","q7Ycy2GTjOk",5,0
"110","qj2rGu_iep4",12,0
"111","QPhrKAe5emc",26,0
"112","qsI9zJz-QmY",13,0
"113","quH6VcqOPds",60,0
"114","RBlEph4l-NU",5,0
"115","RltPWozIq48",1,0
"116","rMi7RK48nXE",2,0
"117","S4rRWN5b1Ao",3,0
"118","SJSKnSz8ENE",2,0
"119","sQzb7_SMs1I",21,0
"120","sZ1fIE5uFhA",4,0
"121","szd1qT3L2bk",7,0
"122","TMphwwC33sA",3,0
"123","tQrlElvk3sY",594,0
"124","TwSMGWNP4BI",0,NA
"125","u0uba4ZKnl0",6,0
"126","U5fAO7BoJZ4",61,0
"127","ud7hBPrutRo",3,0
"128","uEaWYTGdop4",5,0
"129","UQF1TZ3UAt0",3,0
"130","UVxZe_9PDnk",4,0
"131","V37wGq2eKRU",3,0
"132","vfuMAXydIm4",19,0
"133","VKKGOyuXrAo",2,0
"134","VmZhEeEjNwc",2,0
"135","vPGihMJ7_14",10,0
"136","vR1O4JyBPio",14,0
"137","VS2CtjB8m_E",6,0
"138","VTqAL5ajra4",15,0
"139","W3j5A3wrxJg",5,0
"140","W8hAptcQSOg",3,0
"141","WO1k5uuDJVg",0,NA
"142","wPP680pTTyA",15,0
"143","wUsua3SrTWo",52,0
"144","WYMRu7poftI",52,0
"145","xXKLeTuc0sc",24,0
"146","y-EIcbq70eo",113,0
"147","Ye4Zf4--Kao",3,0
"148","Yf0ds7ko7cY",20,0
"149","ygnZNV1L3Ko",127,0
"150","YiUL3iy5U5A",1,0
"151","yX69MgIQg7c",12,0
"152","zaOoB3ARMtg",46,0
"153","ZF0ntm1eGm8",23,0
"154","zif1Uoqxepo",3,0
"155","Zj-l2_PvK5o",4,0
"156","ZMgdOE5ZYe8",35,0
"157","zs0dUwqR7kE",13,0
"158","ZXpvK_Qf2po",18,0
