"","video_id","comments_count","reply_rate"
"1","_kL0g-hxYrI",106,0
"2","_UopLCwCcJM",210,0
"3","-XVzIYfBGO4",71,0
"4","0ZrhwiEWSK8",55,0
"5","2ya9RGQGl4Q",72,0
"6","3jpbWznCqik",15,0
"7","3rJG8AEJ9OQ",66,0
"8","4NgHx88l0GQ",223,0
"9","73fgZNAYRPA",14,0
"10","7Ca5627h9cg",1355,0
"11","7dpynzgULM4",55,0
"12","cYqMvYSK3YE",49,0
"13","DOc8LfsQtcA",100,0
"14","eANXqxvesH4",87,0
"15","EEomV3x-tqo",112,0
"16","eLL14g1DHUU",14,0
"17","etGgSFFZoP4",3,0
"18","F3jINUdsMao",75,0
"19","fTtogrMbH30",2,0
"20","g5FAqWGekoY",101,0
"21","iEA6RS8BWN8",61,0
"22","iH8awB0-bpQ",183,0
"23","IL17ugpGsUg",56,0
"24","IxJlN4YEdJs",33,0
"25","jr1mcG9yW1k",54,0
"26","kIqCALbIu7c",129,0
"27","KZJ9PIS4cqI",22,0
"28","maiDPmRoO5Y",134,0
"29","nQ5cdtrVFgM",113,0
"30","NwrC0xrp3zk",58,0
"31","OH1az6JKKEE",26,0
"32","Oixq1ELTpj0",56,0
"33","PgWk8Stqm4I",16,0
"34","pIxfRvvlG64",10,0
"35","PvvvM8fLW2c",7,0
"36","qYaeYs_3zOI",145,0
"37","reCwuwxOzLE",67,0
"38","ry-gxByO7Dg",4,0
"39","Sl0Lr3maA_0",76,0
"40","t5iwqstJwgU",72,0
"41","t9K7ewuSEHE",175,0
"42","Tml2ijyBBbM",0,NA
"43","tTq55JEOMsA",55,0
"44","U35fYVkQb1c",113,0
"45","Uu9MZgJIieg",11,0
"46","vDxZy4IwLM8",17,0
"47","VhgacPjRBus",39,0
"48","VPKgxjx7Tbk",1,0
"49","Wus5fpjPPsw",90,0
"50","YL-xGY__wn4",81,0
"51","zno945GHhEc",357,0
"52","zowZ6BbVmek",13,0
"53","zQjjXr11QFU",55,0
"54","zvcn3B4ajlc",371,0
"55","ZxLVwHBEyF0",40,0
