"","video_id","comments_count","reply_rate"
"1","_8pfr4atrBo",9,0
"2","_tMOJtY7kO0",103,0
"3","12tZzmdeh3g",9,0
"4","2-WOevyfJLM",31,0
"5","2IemVVAV5bM",3,0
"6","2z2A7u6fRHE",2,0
"7","4SeWWG9XmSc",4,0
"8","4xelN-nZT1c",29,0
"9","6pZzqlaXoEU",25,0
"10","8l6crw2MWBU",52,0
"11","AOtHcfi3FMc",19,0
"12","BGnpuea_QJc",25,0
"13","biNyPB6rwxk",7,0
"14","cnedlftxi_I",38,0
"15","dSdzpytUdno",33,0
"16","dzGS-Elglfg",0,NA
"17","EoWxbQ1-ycM",1,0
"18","EPzlJwQSr1Y",0,NA
"19","EU8Yu1Xl5aI",69,0
"20","eya4SRCWAq0",49,0
"21","f1BRnfNS-Ew",14,0
"22","FFYpbWA7wng",2,0
"23","fp9bf6y_foM",20,0
"24","FRcAhbh5izM",2,0
"25","g6nU7rK5_O4",3,0
"26","gBMRgl6r3P8",2,0
"27","go_0ZoSZszo",0,NA
"28","gR6_UfdhR4Q",2,0
"29","gSbGePK1WuY",32,0
"30","Gvpcm3wd5sA",45,0
"31","HFlZAk-ql9U",0,NA
"32","hFOTEkucQ-I",153,0
"33","IJr-U2uAQ5A",132,0
"34","JK2Tb-7wR8k",12,0
"35","jkI2ve9SkeU",16,0
"36","Jx8HAtiNj-M",3,0
"37","kJvAqzrZMPU",260,0
"38","kZV73GHRb9c",2,0
"39","LdmNm0WcmHA",2,0
"40","MJjIhFeL6eI",69,0
"41","O4CsJ4mya7Q",2,0
"42","q3HDXqkyr3w",7,0
"43","q68MsARMvHI",2,0
"44","qeLzi59EQDo",49,0
"45","qH3ggXuAAjk",21,0
"46","QsMP-V_CcTY",20,0
"47","QuoW1ZQPKws",17,0
"48","qY87Tb2U5EM",7,0
"49","ShVbv55HW-c",11,0
"50","SoQrXW4ynDQ",2,0
"51","SP9X3itZ4UY",18,0
"52","sTH7EJ3Rz1U",21,0
"53","T4igKA_9XpI",3,0
"54","UVGULXrypmc",0,NA
"55","UzYlC8G3v0g",42,0
"56","vJbniiXjS34",10,0
"57","wBsaYmmA8CY",2,0
"58","X1dU-zQELqE",0,NA
"59","xJUat3qOFMQ",11,0
"60","XNxLsqTC300",19,0
"61","ywiWnc-lQ_Q",5,0
"62","Z5fb0qmjDGU",1,0
"63","zIeWPrO4WVs",1,0
"64","zOG2IFe3aAg",11,0
