"","video_id","comments_count","reply_rate"
"1","1_LFUisythk",217,0
"2","10dLF6vQSrk",706,0
"3","3I_0ysbjvtI",265,0
"4","8ZSfpbEMpFY",101,0
"5","9fUA96OtnvM",368,0
"6","axJmLVFnqT0",68,0
"7","C8x-ksKsPuQ",464,0
"8","cU2jn2SnMAc",283,0
"9","daNDVaZYt20",105,0
"10","DEiB9nyq5b8",347,0
"11","f49tZuxtY4E",251,0
"12","fJaC_tsrA7E",235,0
"13","fo8AXJXrN9o",386,0
"14","gK25yOmrs-w",237,0
"15","hToILgcW90Q",124,0
"16","kz2N74g_Rzw",292,0
"17","OL8l-pAAZS0",293,0
"18","P3Gd5TagxzA",191,0
"19","QvNQ9Iiblqw",140,0
"20","r23pAhCyFaU",206,0
"21","rOu9sFxJvHk",172,0
"22","rWgB_XoPHUs",64,0
"23","xE3xvmKslqU",108,0
"24","zS2CdpSwFnY",130,0
