"","video_id","comments_count","reply_rate"
"1","-dUINZv3rC0",1242,0
"2","3dbSlktIkP8",2782,0
"3","a-yscoZQFas",346,0
"4","a5alc5oX8qo",1063,0
"5","adsn-CRUobY",145,0
"6","aPF9BukQ7l4",1124,0
"7","AzWeXXEvOtc",941,0
"8","Cu4CBjK-tTU",746,0
"9","Dy_TLrF-MQs",79,0
"10","eN9ORT4KcYM",774,0
"11","gCJpdLQSNhc",1123,0
"12","GkOLYrzbwbQ",507,0
"13","H-f0fUM8P30",1368,0
"14","idOwXz4uk1U",201,0
"15","jJcxEGYdSFs",23,0
"16","KAcQLNMeo2g",57,0
"17","NV3iIJI_i38",1382,0
"18","r3gQwOxZ6tY",280,0
"19","scOFVdWEeuY",472,0
"20","uYoEJnJTbTE",2215,0
"21","veqHAoosGTI",909,0
"22","VEUUyRdUtB8",3791,0
"23","vSUD7EZPTzA",1788,0
"24","VzU289O2v9k",1084,0
"25","WB2eJYlIJts",1312,0
"26","wZHt8C-OCFs",403,0
"27","X6513tiHVO4",835,0
"28","X7nR2fzfGyo",1076,0
"29","YKiwOjgVJuA",4536,0
"30","Yngpw_bPUGE",345,0
