"","video_id","comments_count","reply_rate"
"1","_9sjLK_W13w",0,NA
"2","_wo0I7THhLg",2,0
"3","02D60dDXick",2,0
"4","0bDba9RrtnU",67,0
"5","0OaC68hK-SE",1,0
"6","0RM11d0HdqM",57,0
"7","12ZMfOaFjRw",0,NA
"8","1FZIwc0BlQA",1,0
"9","1LCNX7VAHHY",2,0
"10","1ZizuXyW8as",3,0
"11","1ZVgfkYRWaM",10,0
"12","3fOOV9CY3hw",0,NA
"13","3GT2mWCHKxM",1,0
"14","3uuEaWw0On4",10,0
"15","3xSEk4eU818",0,NA
"16","46-VFptznWI",20,0
"17","69cOKkrRZ4I",6,0
"18","6GY8zLlg7bw",2,0
"19","7wnpvfPgzkA",1,0
"20","A-q9jlG8qaw",0,NA
"21","A7mRYgwDuXA",0,NA
"22","aLhwECagQvE",7,0
"23","ALYu9yxNiXo",1,0
"24","beK6a20QBJU",364,0
"25","bg72r7SnTDA",3,0
"26","bt4YLrrfY_M",11,0
"27","cceOavA6I14",2,0
"28","EHqHdSuhUwo",67,0
"29","ErdunlYhAJw",38,0
"30","EYkMkYnSjGE",9,0
"31","eyTqrDJ0Pus",25,0
"32","FiLetLPVfaI",16,0
"33","FP-CqO7KEf4",17,0
"34","gfAM7kMyBw0",17,0
"35","GoA4NVbqUx0",0,NA
"36","HcccJt36SZg",5,0
"37","IpC6qbLBbfM",1,0
"38","issLUZCeOKo",2,0
"39","JvvXcSSTjMY",1,0
"40","K29cMYo3f_I",10,0
"41","kuynj2aTHpM",12,0
"42","lCwIH7ghUH8",0,NA
"43","LidW2TUS83Q",9,0
"44","LPmdHF6Uh2w",75,0
"45","Lrz3nmn2qyw",5,0
"46","Lsuvqupqzr8",4,0
"47","m3O4iyvYNEk",3,0
"48","m4LQC4_Vbsw",4,0
"49","mhWV3gIaFoU",28,0
"50","mX1ApvW6lHw",12,0
"51","n7szaCUenjQ",18,0
"52","nO6Qd5wpjh4",6,0
"53","NT1Pf2MS-uo",5,0
"54","NYOU8u3WMok",2,0
"55","olZbZ37-Amw",2,0
"56","OV0bQmy908E",5,0
"57","PBdAQOvvRpw",1,0
"58","Q-d9JikZpHc",1,0
"59","Q05UTxPwQ10",2,0
"60","rCj5Ii2pIPw",0,NA
"61","RqF6qXCYs2k",0,NA
"62","rwgxenSzZH8",3,0
"63","SCqi04eFVEM",17,0
"64","sGwx91AsDxg",10,0
"65","spbQuFn39Fo",18,0
"66","SUqwkaXG5Ek",16,0
"67","sVMSpbgnbMY",43,0
"68","sZ3smjUBx4M",0,NA
"69","TlD24LV2SHs",12,0
"70","TvAZP3pPrDg",0,NA
"71","U-AtTL_bUdo",5,0
"72","uJNf-Cv8HxM",646,0
"73","UkIWlwJ8a3A",15,0
"74","VfrY7h3S1vw",4,0
"75","vpELx2ZnQTo",5,0
"76","WULOw_2jQEY",0,NA
"77","WXqtspLS-4E",17,0
"78","wZQ8FbXMc7U",0,NA
"79","WZZ-qkiINjM",3,0
"80","Xy3A0fxs9Gs",26,0
"81","YRoXoiVvnxM",0,NA
"82","zfdhfNxGE58",0,NA
"83","ZTRiyMGO9Y8",9,0
