"","video_id","comments_count","reply_rate"
"1","_mY2okrA3AI",75,0.0133333333333333
"2","-WofPLIuYms",139,0.280575539568345
"3","-zwqRAY1gEU",363,0.18732782369146
"4","2IjyeO0vBR0",451,0.254988913525499
"5","5R0i6jcZ5gM",162,0.172839506172839
"6","5X-5rKzvM4U",229,0.2882096069869
"7","6CqcVbVoCv0",309,0.378640776699029
"8","6GWB8LLhIPs",160,0.26875
"9","6L3vZiFirZ4",129,0.27906976744186
"10","7t9jhimfUNE",270,0.233333333333333
"11","7WqPozx4WP8",255,0.192156862745098
"12","AJbkZgCD8rY",127,0.118110236220472
"13","aoCF5Pqo-bI",198,0.116161616161616
"14","bR6McWICRDU",309,0.378640776699029
"15","Bt0KyMDxYlY",676,0.0133136094674556
"16","De2MDN1AyJ8",326,0.331288343558282
"17","dFKNcx21d_4",170,0.2
"18","EPvxhUkCqqQ",266,0.12781954887218
"19","eVrZlc-YZTE",162,0.209876543209877
"20","fNugnC0J4xU",159,0.0314465408805031
"21","Gm88aJJevrM",106,0.386792452830189
"22","hmtDJmEWMQA",81,0.320987654320988
"23","HVX3TEkcnaI",167,0.155688622754491
"24","lgbVk2YuTIY",163,0.0674846625766871
"25","mPKEI9wzJvU",143,0.0769230769230769
"26","NifL0XcJa0U",121,0.347107438016529
"27","NuKLHzHOTaA",157,0.267515923566879
"28","pKzLe8oDkJg",257,0.163424124513619
"29","Q5-_oZk_W7Q",180,0.233333333333333
"30","r1gzMlS2HyM",185,0.227027027027027
"31","S5VeaXid4eY",450,0.0933333333333333
"32","SvACgf6EVtQ",209,0.200956937799043
"33","sXBsaEIGL1Y",193,0.217616580310881
"34","t8VqWlwATSI",357,0.117647058823529
"35","tp2T7VVdFN4",408,0.102941176470588
"36","vyCQS34B8Ug",290,0.144827586206897
"37","xhJL2vKRbtc",252,0.166666666666667
"38","xrVawQbUb9U",157,0.267515923566879
"39","Y8FPOAvmwj4",98,0.428571428571429
"40","YbyjLit6iuA",627,0.0669856459330144
"41","zUOJ6DCXDjs",199,0.21105527638191
