"","video_id","comments_count","reply_rate"
"1","_d77_s4EcNc",446,0
"2","-902UPVhNAE",261,0
"3","8hBfoIbf5ZA",15,0
"4","d70TikRVxbw",879,0
"5","D7IYeHIhgJY",4,0
"6","DqLBgGzBV5A",884,0
"7","EFDqNxaoI48",1025,0
"8","fRSH02UnNmE",1013,0
"9","h8kEJGK7gMA",10,0
"10","hsC1bm5MGdw",5,0
"11","IlWO-28f5cE",55,0
"12","lY-c_T9ZCHk",255,0
"13","OJJhlYItIIQ",6,0
"14","otMbXFpW1UE",19,0
"15","oVDXKYkbTnU",542,0
"16","QjJmZ9dcWjk",17,0
"17","t0neA3vuOTk",295,0
"18","w55Cr7o70IM",37,0
"19","WdNDtkd3xNs",782,0
"20","XcNg1UoREwM",638,0
"21","YgxB_OduQ-w",26,0
"22","Zi5O36uSCUc",11,0
