"","video_id","comments_count","reply_rate"
"1","__ByJjh6qqo",70,0
"2","_JzGqxKacsE",80,0
"3","_zKjZXv0Ozs",43,0
"4","-DOGGjpNpns",20,0
"5","-G56kiJv6QE",30,0
"6","-ThCUijD6Zg",27,0
"7","-VF0wmixPUM",15,0
"8","0AuDqTWJLHE",28,0
"9","0cuOOLuGzCE",22,0
"10","0DA4R_LrWI0",26,0
"11","0P-FYEgHbRM",37,0
"12","1fnQOFgxey4",45,0
"13","1vabqcDzevU",55,0
"14","3mlmHYxU0hw",31,0
"15","3Y6dGeEpgaY",58,0
"16","50t0S8d3rCY",54,0
"17","54EjpjyCWBQ",8,0
"18","6Crc4UTuY8Y",3,0
"19","6Js1Wh_mYEc",60,0
"20","6rBqH4BIA8k",111,0
"21","746qV1BA1wQ",43,0
"22","8Md1sw3fdkg",145,0
"23","9-2kaQinzAY",NA,NA
"24","9E8uSX4FQe4",7,0
"25","A5GMTfM5DMs",31,0
"26","aB38d_ie5z4",45,0
"27","aWG_-SAu7yI",54,0
"28","BE_HaPjF20M",255,0
"29","BgBtgq8NfZ4",24,0
"30","bNV_uFlLrBI",7,0
"31","BwXtXoJKGPA",131,0
"32","BYXb3cEgDlw",7,0
"33","CEoB-MD31H4",15,0
"34","CVO7gb7PiuQ",69,0
"35","DcwLbra4XOQ",148,0
"36","DfTXfEXi-K8",6,0
"37","dlUF19QJiBM",8,0
"38","duYGoLwbvdo",15,0
"39","E3dMcyGjI8o",11,0
"40","ENO9AL9iSjA",63,0
"41","ev-7v6uhHTw",41,0
"42","ev11rFpR4Vk",19,0
"43","F5Nt4Q53ZPg",90,0
"44","faweDbNH2uc",214,0
"45","fGEykfJ2V4k",55,0
"46","fmVJ1bkNWWk",44,0
"47","fP_A_vYO4qY",50,0
"48","fQdtM9LlhSA",4,0
"49","FrPsxfe8l3I",36,0
"50","Fw4DKo-a4Uw",22,0
"51","fZcbmdePtIY",180,0
"52","G-er5GNcdFk",35,0
"53","GOVYbqI2vGY",30,0
"54","GpSgw-Kg8y4",697,0
"55","gPTc7IpTZnk",30,0
"56","HI-4oGMEEDw",16,0
"57","HsaPNzu-_BU",34,0
"58","hzCu7cED8vE",39,0
"59","iJG8_31CtOU",84,0
"60","iJssDCH6xww",38,0
"61","J17tmZULPGM",144,0
"62","JUvBeykBxlE",46,0
"63","KdnoK6WlmBw",82,0
"64","KfqXFz24ac4",79,0
"65","kM-HJWAkyYI",94,0
"66","l-XNKMvjaeQ",19,0
"67","LEmwOW2kg_M",112,0
"68","llWdngF025k",37,0
"69","LXyUcOHURvA",12,0
"70","Md8FVfn1YOM",62,0
"71","mw9_mXUsMUU",90,0
"72","n2X1DiVS4J8",29,0
"73","nBQZgHXg9gY",72,0
"74","noX-lWhWnUw",50,0
"75","NrFNE-YsIc0",56,0
"76","ntAQk-XCf7Q",47,0
"77","o0QK99MP2fY",38,0
"78","o4Co4a_LtHo",62,0
"79","oqFA1eIcTQ0",51,0
"80","OvC6IwK25RU",54,0
"81","Pe9T25Bf2jM",16,0
"82","PNZ9GnmjZGQ",30,0
"83","PtnCR7cFaSQ",46,0
"84","ptzxyGqDOyE",41,0
"85","Q9EUT3QsSPs",48,0
"86","QfgTYwlksaI",26,0
"87","Qi107emGXmQ",19,0
"88","Qj7annHlwgU",115,0
"89","qukcsZvdbEA",33,0
"90","qZ38ubLpUd0",17,0
"91","qzFlatvKTB0",11,0
"92","r9oxkQXxf6I",13,0
"93","rFz32nGooT0",38,0
"94","rXWWmWi-gJM",13,0
"95","RyziXtv5bxw",89,0
"96","rzxz1Rc6S7U",21,0
"97","S1WzzGgUX-4",54,0
"98","SC6xbqaeJC8",91,0
"99","shBm-OuDyq8",53,0
"100","sknzHY-4X70",72,0
"101","Tfj1XLbVbGs",78,0
"102","TmVdaiem0h4",11,0
"103","tR3E_owYL-A",37,0
"104","Ts0SaugXNRU",83,0
"105","tZcMs8_qgj8",20,0
"106","uIbPtpqcf5w",42,0
"107","UIEr6ILK1Rw",12,0
"108","uS7CPFC1Fp4",38,0
"109","Uu9ZqtprazE",37,0
"110","UuQTCVFc4ZA",4,0
"111","V-Qw3wfZ_yc",91,0
"112","VDSmVvROrxQ",30,0
"113","W0-OPQdkDH8",NA,NA
"114","w8oNhjAU2jE",77,0
"115","WE3MjyURDl0",17,0
"116","Wh-xiN4FZSg",50,0
"117","wvXGRt4bHEw",24,0
"118","X3qsSagBFXE",13,0
"119","xaFZwqjjKgQ",55,0
"120","XAn9WIf6Xn0",13,0
"121","Xc2S4ObIf5Y",31,0
"122","XIitJEtS26k",9,0
"123","xiqjQ9cuBEA",17,0
"124","XMwrFXEzl_o",5,0
"125","y_rPH2x4fXE",32,0
"126","YbXlisUZ5WY",46,0
"127","YSv5qn-sYRs",33,0
"128","zdZKwYepMjk",15,0
"129","zfYdOabEPs0",16,0
"130","ZGPxd6WbvGA",82,0
"131","Zh_YjCMosls",7,0
